City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Meulaboh,ID,4.14,96.13,78.71,84,100,4.07,overcast clouds
346,Shimoda,JP,34.67,138.95,43.0,93,13,11.72,few clouds
347,Meridian,US,43.61,-116.39,26.01,100,90,3.6,mist
348,Skibbereen,IE,51.55,-9.27,42.8,75,75,27.51,broken clouds
349,Klaksvik,FO,62.23,-6.59,35.6,80,100,36.91,snow
350,Wanning,CN,18.8,110.4,70.25,84,89,6.55,overcast clouds
351,Abdanan,IR,32.99,47.42,54.99,49,89,3.91,overcast clouds
352,Dumas,US,35.87,-101.97,32.0,85,1,3.36,clear sky
353,Brae,GB,60.4,-1.35,39.2,86,40,8.05,shower rain
354,Flinders,AU,-34.58,150.86,64.0,82,100,1.01,overcast clouds
355,Belmonte,BR,-15.86,-38.88,78.8,74,75,5.82,broken clouds
356,Lashio,MM,22.93,97.75,59.88,61,37,1.7,scattered clouds
357,Union City,US,37.6,-122.02,48.0,86,100,4.05,light rain
358,Husavik,IS,66.04,-17.34,28.4,86,75,28.86,light snow
359,Ferrol,ES,43.48,-8.24,52.0,87,40,18.34,light rain
360,Dunmore East,IE,52.15,-6.99,44.01,81,75,21.92,light rain
361,Ugoofaaru,MV,5.67,73.0,82.45,68,47,9.44,scattered clouds
362,Purificacion,CO,3.86,-74.93,71.58,84,91,2.82,overcast clouds
363,Bouafle,CI,6.99,-5.74,80.6,78,75,6.93,broken clouds
364,Lagoa,PT,39.05,-27.98,58.89,75,100,13.02,overcast clouds
365,Gejiu,CN,23.31,103.16,51.42,93,0,4.97,clear sky
366,Mezhdurechensk,RU,53.69,88.06,-9.67,84,14,3.02,few clouds
367,Sorong,ID,-0.88,131.25,82.24,78,100,8.12,overcast clouds
368,Steger,US,41.47,-87.64,32.0,92,90,12.75,overcast clouds
369,Busayra,JO,30.74,35.61,52.48,53,40,2.8,scattered clouds
370,Kieta,PG,-6.22,155.63,77.05,88,100,0.92,light rain
371,Taltal,CL,-25.4,-70.48,63.37,76,100,1.86,overcast clouds
372,Lompoc,US,34.64,-120.46,48.2,93,90,5.82,overcast clouds
373,Ca Mau,VN,9.18,105.15,77.52,83,100,3.67,overcast clouds
374,Assiniboia,CA,49.63,-105.98,12.2,78,53,5.82,broken clouds
375,Xam Nua,LA,20.42,104.04,64.89,72,27,1.36,scattered clouds
376,Gidam,IN,18.98,81.4,81.59,30,0,0.98,clear sky
377,Wenceslau Braz,BR,-23.87,-49.8,69.01,99,44,1.9,scattered clouds
378,Southbridge,US,42.08,-72.03,30.99,70,100,5.3,overcast clouds
379,Guangyuan,CN,32.44,105.82,46.0,91,98,1.01,overcast clouds
380,Hami,CN,42.8,93.45,17.37,70,0,9.35,clear sky
381,Marzuq,YE,14.4,46.47,74.17,19,0,6.46,clear sky
382,Qarqin,AF,37.42,66.04,27.23,93,0,2.59,clear sky
383,East Wenatchee Bench,US,47.43,-120.28,32.0,100,90,4.7,mist
384,Bull Savanna,JM,17.89,-77.59,70.97,87,83,5.99,broken clouds
385,Waseca,US,44.08,-93.51,12.2,92,90,5.82,overcast clouds
386,Breisach,DE,48.03,7.58,41.0,86,100,10.29,light rain
387,Nishihara,JP,26.18,127.76,71.6,56,75,9.17,broken clouds
388,Gizo,SB,-8.1,156.84,83.53,70,100,4.36,light rain
389,Baglung,NP,28.27,83.59,60.91,41,1,4.34,clear sky
390,Torbay,CA,47.67,-52.73,28.99,100,90,5.82,fog
391,Isfana,KG,39.84,69.53,26.6,92,40,6.71,mist
392,Kurchum,KZ,48.57,83.65,-11.25,84,0,3.74,clear sky
393,Panguna,PG,-6.32,155.48,69.42,100,100,3.02,light rain
394,Matadi,CD,-5.82,13.45,85.24,66,100,4.14,overcast clouds
395,Ixtapa,MX,20.7,-105.2,61.0,92,5,3.4,clear sky
396,Chapais,CA,49.78,-74.85,14.0,92,90,10.29,light snow
397,Plettenberg Bay,ZA,-34.05,23.37,72.9,62,0,13.11,clear sky
398,Bud,US,39.45,-86.18,32.0,95,90,11.41,overcast clouds
399,Goderich,CA,43.75,-81.72,39.2,86,100,18.34,overcast clouds
400,Komsomolskiy,UZ,40.43,71.72,28.4,92,90,2.24,mist
401,Cidreira,BR,-30.18,-50.21,74.55,78,24,13.38,few clouds
402,Ostrovnoy,RU,68.05,39.51,11.59,89,99,10.36,overcast clouds
403,Paharpur,PK,32.1,70.97,60.35,34,0,4.47,clear sky
404,Annau,TM,37.89,58.52,26.6,92,75,6.93,mist
405,Dapaong,TG,10.86,0.2,85.77,13,18,11.65,few clouds
406,Nalut,LY,30.33,10.85,50.76,42,0,13.33,clear sky
407,Am Timan,TD,11.03,20.28,96.57,15,39,7.18,scattered clouds
408,Nanortalik,GL,60.14,-45.24,34.07,88,99,7.58,overcast clouds
409,Innisfail,AU,-17.53,146.03,77.47,88,94,2.93,light rain
410,Makaha,US,21.47,-158.22,71.6,88,1,6.93,clear sky
411,Sibolga,ID,1.74,98.78,77.9,84,100,4.97,moderate rain
412,Whitehorse,CA,60.72,-135.05,10.4,85,75,12.75,broken clouds
413,Biltine,TD,14.53,20.92,91.47,13,20,3.27,few clouds
414,Maniitsoq,GL,65.42,-52.9,30.51,96,100,33.29,snow
415,Mollendo,PE,-17.02,-72.01,70.25,77,92,5.84,overcast clouds
416,Egvekinot,RU,66.32,-179.17,-1.34,88,100,27.56,overcast clouds
417,Teguldet,RU,57.31,88.17,-25.46,84,0,5.44,clear sky
418,Borovoy,RU,55.43,86.08,-25.6,67,0,4.47,clear sky
419,Henties Bay,NA,-22.12,14.28,66.99,84,91,5.01,overcast clouds
420,Gat,IL,31.61,34.76,66.99,52,45,5.01,scattered clouds
421,Pacific Grove,US,36.62,-121.92,46.99,93,75,5.82,light rain
422,Lapua,FI,62.97,23.01,30.0,86,100,3.0,overcast clouds
423,Alofi,NU,-19.06,-169.92,75.2,94,40,1.12,light rain
424,Porkhov,RU,57.77,29.56,30.2,80,75,8.95,broken clouds
425,Novokayakent,RU,42.39,47.99,37.4,86,75,6.71,broken clouds
426,Cherkasskoye,RU,52.43,47.22,14.27,94,0,1.52,clear sky
427,Olinda,BR,-8.01,-34.86,80.6,57,40,12.75,scattered clouds
428,Porto De Moz,BR,-1.75,-52.24,74.95,95,97,3.02,light rain
429,Kyaukse,MM,21.6,96.13,82.4,45,2,3.36,clear sky
430,Piopio,NZ,-38.47,175.02,44.87,83,52,2.51,broken clouds
431,Mount Isa,AU,-20.73,139.5,84.2,66,40,6.93,light rain
432,Malanje,AO,-9.54,16.34,76.86,70,92,6.85,overcast clouds
433,Livingston,GB,55.9,-3.52,37.99,92,0,2.24,clear sky
434,Charters Towers,AU,-20.1,146.27,75.45,82,100,6.4,light rain
435,Camacha,PT,33.08,-16.33,60.8,63,40,9.17,scattered clouds
436,Niono,ML,14.25,-5.99,87.71,13,21,12.06,few clouds
437,Puerto Narino,CO,-3.77,-70.38,73.4,100,75,2.24,heavy intensity rain
438,Belyy Yar,RU,53.6,91.39,-18.4,75,20,2.24,smoke
439,Yar-Sale,RU,66.83,70.83,-17.03,88,100,16.82,light snow
440,Port Elizabeth,ZA,-33.92,25.57,75.2,64,20,16.11,few clouds
441,Moissala,TD,8.34,17.77,96.42,15,100,7.05,overcast clouds
442,Tabuk,PH,17.42,121.44,75.06,90,87,3.13,overcast clouds
443,Trelew,AR,-43.25,-65.31,76.3,47,89,2.01,overcast clouds
444,Hue,VN,16.47,107.6,75.2,83,20,12.75,few clouds
445,Chapleau,CA,47.84,-83.4,7.75,94,100,9.62,light snow
446,Mapiripan,CO,2.89,-72.13,71.89,88,95,3.69,overcast clouds
447,Wamba,NG,8.93,8.6,95.38,16,94,3.98,overcast clouds
448,Pisco,PE,-13.7,-76.22,68.0,88,90,6.93,overcast clouds
449,Gimli,CA,50.63,-96.99,-9.4,76,7,5.82,clear sky
450,Verkhnyaya Inta,RU,65.98,60.31,-18.18,86,100,11.68,overcast clouds
451,Rio Negrinho,BR,-26.25,-49.52,61.0,96,99,1.01,overcast clouds
452,Mayor Pablo Lagerenza,PY,-19.93,-60.77,80.38,70,28,4.05,scattered clouds
453,Aden,YE,12.78,45.04,78.24,67,9,16.75,clear sky
454,Kinablangan,PH,7.69,126.55,78.85,82,99,3.06,moderate rain
455,Mucurapo,TT,10.67,-61.53,72.0,94,20,4.76,few clouds
456,Cuiluan,CN,47.72,128.65,-10.68,84,0,4.59,clear sky
457,Asilah,MA,35.47,-6.03,60.8,67,75,19.46,broken clouds
458,Ambovombe,MG,-25.17,46.08,90.68,44,85,8.97,overcast clouds
459,Mala,PE,-12.66,-76.63,69.28,80,60,5.06,broken clouds
460,Parana,AR,-31.73,-60.52,82.0,64,0,10.58,clear sky
461,Aksarka,RU,66.56,67.8,-18.31,88,100,14.25,light snow
462,Oromocto,CA,45.84,-66.48,15.8,85,1,5.99,clear sky
463,Along,IN,28.17,94.77,58.93,55,14,0.38,few clouds
464,Vao,NC,-22.67,167.48,77.18,83,1,20.38,clear sky
465,Machico,PT,32.7,-16.77,62.6,63,40,11.41,scattered clouds
466,Yurty,RU,56.05,97.63,-31.07,83,46,2.19,scattered clouds
467,Preili,LV,56.29,26.72,32.7,91,66,18.14,broken clouds
468,Quatre Cocos,MU,-20.21,57.76,82.4,65,75,12.75,broken clouds
469,Dawlatabad,AF,36.41,64.91,29.21,94,0,6.44,clear sky
470,Kadyy,RU,57.79,43.19,2.77,93,0,0.22,clear sky
471,Duki,PK,30.15,68.57,51.73,32,0,3.38,clear sky
472,Sibu,MY,2.3,111.82,82.4,83,40,3.36,scattered clouds
473,Slave Lake,CA,55.28,-114.77,12.2,92,90,3.36,light snow
474,Xinmin,CN,41.99,122.83,17.6,37,0,6.71,clear sky
475,Poum,NC,-20.23,164.02,80.26,76,2,6.44,clear sky
476,Ishigaki,JP,24.34,124.16,71.6,83,75,19.46,broken clouds
477,Takaka,NZ,-40.85,172.8,54.0,80,50,1.01,scattered clouds
478,Kaikalur,IN,16.57,81.2,82.4,54,10,3.36,haze
479,Svetlyy,RU,54.67,20.13,37.4,84,90,15.66,overcast clouds
480,Manono,CD,-7.3,27.42,76.66,90,100,5.7,moderate rain
481,Oistins,BB,13.07,-59.53,75.2,88,20,5.82,few clouds
482,Havre-Saint-Pierre,CA,50.23,-63.6,10.4,92,1,4.7,clear sky
483,Cascais,PT,38.7,-9.42,55.99,62,20,13.87,few clouds
484,Isla Mujeres,MX,21.23,-86.73,73.0,68,40,9.17,scattered clouds
485,Farah,AF,32.5,62.5,45.27,39,0,1.88,clear sky
486,Samsun,TR,41.25,36.33,64.4,22,0,9.17,clear sky
487,Svelvik,NO,59.61,10.41,33.01,94,100,7.67,snow
488,Hope,US,33.67,-93.59,46.4,75,1,5.66,clear sky
489,Lebyazhye,RU,55.27,66.49,15.96,96,100,12.08,overcast clouds
490,Norsup,VU,-16.07,167.38,81.81,79,53,2.24,broken clouds
491,Jacareacanga,BR,-6.22,-57.75,71.04,89,99,2.06,overcast clouds
492,Guadalajara,MX,20.67,-103.33,51.01,56,5,1.86,clear sky
493,Dukat,RU,62.55,155.55,-28.73,84,98,4.27,overcast clouds
494,Alice Springs,AU,-23.7,133.88,82.4,30,39,11.41,scattered clouds
495,Trincomalee,LK,8.57,81.23,80.37,83,80,20.09,light rain
496,El Dorado,US,38.77,-120.52,39.99,95,100,6.06,light rain
497,Magalia,US,39.81,-121.58,41.0,80,90,5.82,overcast clouds
498,Palmer,US,42.16,-72.33,33.01,79,20,4.85,few clouds
499,Eyl,SO,7.98,49.82,84.0,60,68,25.66,broken clouds
500,Kilindoni,TZ,-7.91,39.67,83.62,75,50,18.84,scattered clouds
501,Keti Bandar,PK,24.14,67.45,72.45,21,0,9.82,clear sky
502,Batagay,RU,67.63,134.63,-15.12,88,100,1.99,overcast clouds
503,Burnie,AU,-41.07,145.92,53.01,69,59,4.0,broken clouds
504,Puerto Morazan,NI,12.85,-87.17,69.44,82,91,3.38,overcast clouds
505,Andenes,NO,69.31,16.12,41.0,65,0,16.11,clear sky
506,Nemuro,JP,43.32,145.57,27.5,93,99,8.05,overcast clouds
507,Jalingo,NG,8.88,11.37,93.83,14,72,5.08,broken clouds
508,Hoquiam,US,46.98,-123.89,39.0,100,90,6.93,fog
509,Launceston,AU,-41.45,147.17,55.4,58,40,13.87,scattered clouds
510,Yatou,CN,37.15,122.38,40.17,85,100,7.74,overcast clouds
511,Amahai,ID,-3.33,128.92,81.12,74,98,1.66,overcast clouds
512,Kulachi,PK,31.93,70.46,59.7,32,0,3.04,clear sky
513,Rochegda,RU,62.8,43.25,-2.65,92,13,3.06,few clouds
514,Moyobamba,PE,-6.05,-76.97,62.89,92,68,0.51,broken clouds
515,Sabac,RS,44.75,19.69,51.8,57,0,11.41,clear sky
516,La Ronge,CA,55.1,-105.28,-0.4,84,43,5.82,scattered clouds
517,Pamplona,ES,42.82,-1.64,45.0,74,75,11.41,broken clouds
518,Tongren,CN,27.72,109.19,50.2,88,100,3.29,overcast clouds
519,Kailua,US,21.4,-157.74,75.2,78,75,6.93,broken clouds
520,Bongandanga,CD,1.5,21.05,91.99,43,100,3.29,overcast clouds
521,Jaciara,BR,-15.97,-54.97,75.54,85,61,2.68,broken clouds
522,Manaure,CO,11.78,-72.44,76.39,83,21,5.32,few clouds
523,Tianpeng,CN,30.99,103.94,54.0,1,78,2.82,broken clouds
524,Cayenne,GF,4.93,-52.33,75.2,100,0,7.54,clear sky
525,Vysokogornyy,RU,50.12,139.15,-24.12,85,100,4.12,overcast clouds
526,Tazovskiy,RU,67.47,78.7,-28.48,83,11,18.7,few clouds
527,Pangoa,PE,-12.12,-73.0,66.11,97,100,1.23,light rain
528,Port Blair,IN,11.67,92.75,84.2,94,40,8.05,scattered clouds
529,Gwadar,PK,25.12,62.33,75.85,19,0,10.65,clear sky
530,Pryozerne,UA,45.27,36.33,46.6,77,94,13.98,overcast clouds
531,Charyshskoye,RU,51.4,83.56,3.85,78,42,1.86,scattered clouds
532,Teocaltiche,MX,21.43,-102.58,50.94,40,4,0.76,clear sky
533,Katangli,RU,51.71,143.23,-11.72,88,100,13.53,light snow
534,Bolgatanga,GH,10.79,-0.85,89.53,12,21,9.57,few clouds
535,Vostok,RU,46.49,135.88,-17.46,89,45,4.59,scattered clouds
536,Saravan,AM,39.72,45.65,32.0,80,18,4.7,few clouds
537,Mahanoro,MG,-19.9,48.8,79.92,87,100,6.53,moderate rain
538,Yumen,CN,40.28,97.2,16.88,87,97,2.39,overcast clouds
539,Umm Kaddadah,SD,13.6,26.69,86.13,13,32,10.65,scattered clouds
540,Puerto Del Rosario,ES,28.5,-13.86,68.0,82,0,8.05,clear sky
541,Prince Rupert,CA,54.32,-130.32,39.2,93,90,8.05,overcast clouds
542,Claremont,US,34.1,-117.72,46.4,93,90,14.99,moderate rain
543,Banda Aceh,ID,5.56,95.32,81.64,76,99,3.27,overcast clouds
544,Udachnyy,RU,66.42,112.4,-2.2,84,90,11.18,light snow
545,Cedar City,US,37.68,-113.06,23.0,79,90,3.36,light snow
546,Markova,UA,48.68,24.41,42.8,87,75,13.42,broken clouds
547,Puerto Quijarro,BO,-17.78,-57.77,78.51,75,84,4.99,broken clouds
548,Almaznyy,RU,48.04,40.05,33.8,74,20,22.37,few clouds
549,Yeppoon,AU,-23.13,150.73,80.6,65,37,6.93,scattered clouds
550,Nador,MA,35.17,-2.93,60.8,59,20,6.93,few clouds
551,Rajampet,IN,14.18,79.17,84.2,58,20,8.05,haze
552,Ponyri,RU,52.32,36.3,23.0,100,0,15.66,clear sky
553,Rabo De Peixe,PT,37.8,-25.58,59.0,62,20,6.93,few clouds
554,Novoagansk,RU,61.94,76.66,-9.54,90,100,16.67,light snow
555,Fereydunshahr,IR,32.94,50.12,33.21,92,100,2.8,light snow
556,Marsh Harbour,BS,26.54,-77.06,70.2,75,55,20.07,light rain
557,Terra Santa,BR,-2.1,-56.49,75.67,90,92,2.26,overcast clouds
558,Zaria,NG,11.11,7.72,83.59,16,40,10.36,scattered clouds
559,Penzance,GB,50.12,-5.54,45.0,75,75,40.26,broken clouds
560,Kalabo,ZM,-14.97,22.68,83.64,58,24,7.38,moderate rain
561,Ambulu,ID,-8.35,113.61,79.97,78,86,3.44,moderate rain
562,Margate,GB,51.38,1.39,43.0,90,59,5.17,broken clouds
563,Salisbury,GB,51.07,-1.8,36.0,91,95,4.7,overcast clouds
564,Bubaque,GW,11.28,-15.83,78.8,69,45,6.55,scattered clouds
565,Arlit,NE,18.74,7.39,76.3,17,26,1.52,scattered clouds
566,Kavaratti,IN,10.57,72.64,81.99,61,33,4.09,scattered clouds
567,Kamina,CD,-8.74,24.99,75.45,78,60,8.61,light rain
568,Three Hills,CA,51.7,-113.27,12.2,92,35,2.24,scattered clouds
569,Adrar,MR,20.5,-10.07,81.25,17,100,3.13,overcast clouds
570,Ganserndorf,AT,48.34,16.72,41.0,81,99,10.0,overcast clouds
571,Sulangan,PH,11.14,123.72,82.08,81,100,10.16,heavy intensity rain
572,Luderitz,NA,-26.65,15.16,75.2,50,0,12.75,clear sky
573,Naliya,IN,23.27,68.83,73.31,20,0,2.86,clear sky
574,Aurangabad,IN,19.88,75.33,84.2,39,0,3.91,haze
575,Shenjiamen,CN,29.96,122.3,57.85,85,63,10.71,broken clouds
576,Peterhead,GB,57.51,-1.8,37.99,100,75,2.24,broken clouds
577,Puerto Escondido,MX,15.85,-97.07,72.9,77,11,3.53,few clouds
578,Lerwick,GB,60.15,-1.15,39.2,86,40,8.05,shower rain
579,Mezen,RU,65.85,44.24,-1.08,93,40,3.36,scattered clouds
580,Mahe,IN,11.7,75.53,89.6,55,40,3.36,scattered clouds
581,Sovetskiy,RU,61.36,63.58,-10.97,89,100,7.78,overcast clouds
582,Padang,ID,-0.95,100.35,80.96,74,100,2.8,moderate rain
583,Boguchany,RU,58.38,97.45,-35.55,79,5,1.5,clear sky
584,Tocopilla,CL,-22.09,-70.2,68.7,60,13,0.81,few clouds
585,Vila Do Maio,CV,15.13,-23.22,73.4,83,90,11.41,overcast clouds
586,Khani,GE,41.96,42.96,64.4,27,0,20.8,clear sky
587,Aswan,EG,24.09,32.91,80.1,27,17,9.01,few clouds
588,Mangrol,IN,21.12,70.12,78.4,22,0,10.31,clear sky
589,Deputatskiy,RU,69.3,139.9,-17.05,89,100,4.41,overcast clouds
590,Yamada,JP,39.47,141.95,39.99,83,75,3.2,broken clouds
591,Canete,CL,-37.8,-73.4,59.22,78,5,1.88,clear sky
592,Miravci,MK,41.31,22.43,59.0,67,0,8.72,clear sky
593,Port Hedland,AU,-20.32,118.57,87.8,62,40,12.75,scattered clouds
594,Qaqortoq,GL,60.72,-46.03,32.0,96,98,2.24,overcast clouds
595,Kununurra,AU,-15.77,128.73,82.4,94,90,3.36,overcast clouds
596,Nassjo,SE,57.65,14.7,35.6,93,100,10.29,overcast clouds
597,Nsanje,MW,-16.92,35.26,98.87,36,73,5.3,broken clouds
598,Marathon,US,44.9,-89.77,16.0,85,75,8.05,broken clouds
599,Ordzhonikidze,KZ,52.44,61.74,17.28,97,78,8.39,broken clouds
600,Maracas,BR,-13.44,-40.43,70.02,71,44,7.07,scattered clouds
601,Greymouth,NZ,-42.47,171.2,52.27,78,0,5.75,clear sky
602,Storforshei,NO,66.4,14.52,41.0,65,40,17.22,scattered clouds
603,Amasya,TR,40.67,35.83,48.2,41,0,1.12,clear sky
604,Impfondo,CG,1.64,18.07,97.47,32,18,3.96,few clouds
605,Hengshui,CN,37.73,115.7,33.69,88,100,11.65,overcast clouds
606,Namatanai,PG,-3.67,152.43,81.48,78,100,11.18,light rain
607,Capao Bonito,BR,-24.01,-48.35,70.36,87,40,0.54,scattered clouds
608,Loreto,MX,22.27,-101.97,43.66,54,0,3.06,clear sky
609,Dunedin,NZ,-45.87,170.5,53.01,77,0,5.01,clear sky
610,Portland,US,45.52,-122.68,39.99,75,86,1.01,overcast clouds
611,Rongcheng,CN,30.63,117.85,54.77,74,51,3.24,broken clouds
612,Hirara,JP,24.8,125.28,69.8,83,75,14.99,broken clouds
613,Ust-Nera,RU,64.57,143.2,-40.11,70,65,2.26,broken clouds
614,Waingapu,ID,-9.66,120.26,82.4,75,59,3.13,broken clouds
615,Iskateley,RU,67.68,53.15,-11.13,90,100,7.18,light snow
616,Port Moresby,PG,-9.44,147.18,84.2,83,40,3.36,light rain
617,Moussoro,TD,13.64,16.49,85.73,13,26,12.68,scattered clouds
618,Northam,GB,51.03,-4.22,45.0,88,89,11.01,overcast clouds
619,Vrede,ZA,-27.43,29.17,83.28,32,25,4.12,light rain
620,Hudson Bay,CA,52.85,-102.38,-9.9,89,7,6.91,clear sky
621,Baoqing,CN,46.33,132.21,-11.9,87,16,2.93,few clouds
622,Namie,JP,37.48,141.0,39.99,88,28,5.26,scattered clouds
623,Edd,ER,13.93,41.69,88.14,36,44,22.44,scattered clouds
624,Tena,EC,-0.98,-77.82,68.88,86,100,1.14,moderate rain
625,Uong Bi,VN,21.03,106.78,71.6,83,75,6.93,broken clouds
626,Ivybridge,GB,50.39,-3.92,44.01,92,68,5.01,broken clouds
627,Lensk,RU,60.73,114.93,-23.75,82,100,15.48,light snow
628,Farmington,US,36.73,-108.22,32.0,93,75,10.29,broken clouds
629,Pavlodar,KZ,52.3,76.95,-5.8,63,0,13.42,clear sky
630,Mayo,US,38.89,-76.51,41.0,80,1,10.29,clear sky
631,Talcahuano,CL,-36.72,-73.12,53.6,93,0,2.24,clear sky
632,Pyapon,MM,16.28,95.68,83.01,59,41,2.26,scattered clouds
633,Nassau,US,40.75,-73.58,44.01,89,100,10.6,overcast clouds
634,Effingham,US,32.37,-81.33,37.4,92,1,2.82,clear sky
635,Barsovo,RU,61.17,73.17,3.2,77,75,13.42,light snow
636,Saint-Michel-Des-Saints,CA,46.68,-73.92,17.01,93,100,12.84,overcast clouds
637,Laranjeiras Do Sul,BR,-25.41,-52.42,68.81,87,1,4.0,light rain
638,Dragoesti,RO,47.55,26.08,48.0,100,90,12.75,fog
639,Nizwa,OM,22.93,57.53,77.41,18,0,3.49,clear sky
640,Nyurba,RU,63.28,118.33,-3.6,89,100,11.01,overcast clouds
641,Hofn,IS,64.25,-15.21,33.8,37,40,31.09,scattered clouds
642,Tukrah,LY,32.53,20.58,62.24,60,5,10.83,clear sky
643,Tommot,RU,58.96,126.29,-19.8,84,100,13.29,light snow
644,Colesberg,ZA,-30.72,25.1,92.95,13,22,22.7,few clouds
645,Kualakapuas,ID,-3.01,114.39,84.2,74,20,6.93,few clouds
646,Wuwei,CN,37.93,102.64,17.85,80,100,7.18,overcast clouds
647,Ampanihy,MG,-24.7,44.75,87.51,51,56,10.31,light rain
648,Algiers,DZ,36.75,3.04,64.4,34,0,18.34,clear sky
649,Bara,NG,10.37,10.73,82.4,21,74,12.75,broken clouds
650,Salani,IN,29.96,79.71,55.76,38,49,4.07,scattered clouds
651,Iwanai,JP,42.97,140.51,23.58,89,82,8.86,broken clouds
652,Ondjiva,AO,-17.07,15.73,86.0,40,20,2.24,few clouds
653,Ust-Tsilma,RU,65.44,52.15,-12.59,89,49,2.89,scattered clouds
654,Prince George,CA,53.92,-122.75,30.2,92,90,6.93,overcast clouds
655,Viedma,AR,-40.81,-63.0,80.74,44,4,16.53,clear sky
656,Bosaso,SO,11.28,49.18,77.0,78,40,11.41,scattered clouds
657,Supe,PE,-10.8,-77.73,66.51,90,74,3.36,broken clouds
658,Praia Da Vitoria,PT,38.73,-27.07,59.0,77,75,10.42,broken clouds
659,Pangkalanbuun,ID,-2.68,111.62,78.53,86,85,1.79,moderate rain
660,Turayf,SA,31.67,38.66,44.6,93,75,11.41,broken clouds
661,La Rioja,ES,42.25,-2.5,48.0,65,20,20.8,few clouds
662,Patacamaya,BO,-17.23,-67.92,45.57,74,100,3.53,overcast clouds
663,Muros,ES,42.78,-9.06,50.0,81,93,1.99,overcast clouds
664,Moscow,RU,55.75,37.62,21.2,79,0,4.47,clear sky
665,Moindou,NC,-21.69,165.68,78.8,69,75,5.82,broken clouds
666,Harlingen,US,26.19,-97.7,66.99,100,1,9.17,clear sky
667,Ravar,IR,31.27,56.81,48.99,39,81,2.95,broken clouds
668,Kirakira,SB,-10.45,161.92,80.69,77,94,1.59,light rain
669,Anadyr,RU,64.75,177.48,15.8,85,40,40.26,scattered clouds
670,Toucheng,TW,24.86,121.82,70.0,94,90,9.15,overcast clouds
671,Namalenga,TZ,-10.95,39.1,86.07,63,99,4.72,light rain
672,Ferme-Neuve,CA,46.7,-75.45,23.0,100,100,6.93,snow
673,San Quintin,MX,30.48,-115.95,55.63,75,66,3.49,broken clouds
674,Yueyang,CN,29.33,113.09,51.87,89,100,11.1,light rain
675,Rivadavia,AR,-33.19,-68.46,68.0,77,75,11.41,moderate rain
676,Luwuk,ID,-0.95,122.79,80.11,78,100,3.22,light rain
677,Novovelichkovskaya,RU,45.28,38.84,46.99,100,50,1.01,scattered clouds
678,Ogembo,KE,-0.8,34.73,82.9,30,30,5.35,scattered clouds
679,Grand-Santi,GF,4.25,-54.38,73.4,96,55,2.51,broken clouds
680,Acajutla,SV,13.59,-89.83,57.99,100,99,8.59,overcast clouds
681,Capao Da Canoa,BR,-29.75,-50.01,73.54,81,15,10.63,few clouds
682,Te Anau,NZ,-45.42,167.72,46.74,81,0,2.68,clear sky
683,Hegra,NO,63.46,11.11,41.0,56,40,13.87,scattered clouds
684,Tilichiki,RU,60.47,166.1,-3.33,91,100,11.5,overcast clouds
685,Itarema,BR,-2.92,-39.92,82.45,64,16,16.64,few clouds
686,Roald,NO,62.58,6.13,42.8,52,0,9.17,clear sky
687,Samarai,PG,-10.62,150.67,85.39,75,50,12.3,scattered clouds
688,The Valley,AI,18.22,-63.06,75.2,94,40,8.05,scattered clouds
689,Manuk Mangkaw,PH,4.8,119.85,82.62,79,89,8.1,overcast clouds
690,Prudy,RU,57.57,46.27,0.93,93,0,4.07,clear sky
691,Lafiagi,NG,8.87,5.42,96.01,14,53,2.84,broken clouds
692,Mizan Teferi,ET,6.98,35.58,82.35,36,29,2.28,scattered clouds
